"統一編號","公司名稱","負責人","公司地址","資本總額","實收資本額","在境內營運資金","公司狀態","產製日期"
"52470988","一鍋堂股份有限公司","盧O惠","臺北市中山區林森北路264號地下1樓","3000000","3000000"," ","核准設立","20260901033610"
"52471993","采曜健康事業有限公司","劉O瑄","臺北市內湖區民權東路6段180巷92之2號","1000000"," "," ","核准設立","20260901033610"
"52472450","興晨耀有限公司","","臺北市中山區松江路46號","345000"," "," ","解散","20260901033610"
"52472830","臻樂嗨餐飲管理顧問有限公司","","臺北市中山區民權東路3段17號1樓","1000000"," "," ","廢止","20260901033610"
"52473269","微風置業發展股份有限公司","黃O姸","臺北市大安區大安路1段113號","10000","10000"," ","核准設立","20260901033610"
"52473417","鮨舍股份有限公司","黃O姸","臺南市永康區環工路15號","20000000","20000000"," ","核准設立","20260901033610"
"52473704","八戒餐飲有限公司","","臺北市中山區吉林路145號1樓","200000"," "," ","廢止","20260901033610"
"52474513","露天餐飲有限公司","潘O玲","臺北市中山區雙城街17之2號1樓","2500000"," "," ","核准設立","20260901033610"
"52474725","花甜果室有限公司","","臺北市大安區敦化南路1段160巷40號","600000"," "," ","解散","20260901033610"
"52475034","黑熊愛跳舞有限公司","李O銘","臺北市大安區基隆路2段225號1樓","1500000"," "," ","核准設立","20260901033610"
"52475837","樸達國際有限公司","吳O琳","桃園市大園區致遠一路73之1號12樓","100000"," "," ","核准設立","20260901033610"
"52476218","群吉餐飲有限公司","","臺北市內湖區瑞光路168號","4000000"," "," ","解散","20260901033610"
"52476673","悅婷有限公司","","臺北市大同區重慶北路3段276號9樓","500000"," "," ","廢止","20260901033610"
"52476701","浮力國際有限公司","","臺北市內湖區內湖路3段72巷59號","500000"," "," ","解散","20260901033610"
"52477259","樂童貝貝有限公司","楊O儀","新竹縣竹北市勝利八街一段227號4樓之1","6001000"," "," ","核准設立","20260901033610"
"52477949","台北酒庵股份有限公司","","臺北市大安區安和路1段49巷3號","10000000","6000000"," ","解散","20260901033610"
"52479637","佛山御宴雞煲蟹餐飲開發有限公司","","臺北市大安區光復南路100號地下1樓","700000"," "," ","解散","20260901033610"
"52480493","台灣岩戶商事有限公司","","新竹縣湖口鄉愛勢村民生街196號一樓","2000000"," "," ","解散","20260901033610"
"52480613","十得餐飲有限公司","林O進","臺北市中山區中山北路2段185號2樓","5000000"," "," ","核准設立","20260901033610"
"52480732","路易十四有限公司","盧O箴","臺北市大安區安和路2段44巷4號","25001000"," "," ","核准設立","20260901033610"
"52481795","極品軒餐飲有限公司","蔡O兒","臺北市大安區大安路2段35號1樓","800000"," "," ","核准設立","20260901033610"
"52481943","凱秝家實業股份有限公司","王O凱","臺中市大安區福住里北汕路86巷1號","22780000","22780000"," ","核准設立","20260901033610"
"52482056","唯好欣業有限公司","","臺北市士林區德行東路109巷83弄1號1樓","500000"," "," ","解散","20260901033610"
"52485589","新方向有限公司","","臺北市中山區松江路28號9樓之2","500000"," "," ","解散","20260901033610"
"52486270","麻神餐飲國際股份有限公司","陳O盛","臺北市松山區南京東路5段8、10號3樓","25000000","25000000"," ","核准設立","20260901033610"
"52487159","能火國際有限公司","","臺北市內湖區新湖三路134號1樓","12000000"," "," ","廢止","20260901033610"
"52487502","愉卡國際有限公司","","臺北市大安區忠孝東路3段251巷4弄16號1樓","375000"," "," ","解散","20260901033610"
"52487778","實鼎國際企業有限公司","","新北市三重區三和路3段100號(1樓)","10000"," "," ","解散","20260901033610"
"52487828","大來料理有限公司","張O芸","臺北市大安區金華街140之1號1樓","1000000"," "," ","核准設立","20260901033610"
"52487854","信鼎國際企業有限公司","","新北市三重區三和路3段100號(1樓)","10000"," "," ","解散","20260901033610"
"52488220","愉勝餐飲股份有限公司","","臺北市中山區伊通街42號","1500000","1500000"," ","廢止","20260901033610"
"52489255","集成館有限公司","","臺北市信義區忠孝東路4段553巷22弄4之1號1樓","6000000"," "," ","廢止","20260901033610"
"52490915","草齋生活事業股份有限公司","","臺北市大安區忠孝東路3段303號3樓之2","6500000","6500000"," ","解散","20260901033610"
"52491225","嘿鍋有限公司","陳O心","臺北市大同區華陰街35號、37號1樓","500000"," "," ","核准設立","20260901033610"
"52491610","大緯餐飲股份有限公司","","臺北市中山區新生北路1段90號1樓","5500000","4000000"," ","解散","20260901033610"
"52491772","阿拉摩餐飲事業有限公司","","臺北市大安區光復南路280巷44號1樓","5000000"," "," ","解散","20260901033610"
"52493672","晴元企業有限公司","陳O蔚","臺北市中山區中山北路2段139號1樓","900000"," "," ","核准設立","20260901033610"
"52494406","醍醒實業有限公司","","臺北市大安區信義路4段208號3樓","1000000"," "," ","解散","20260901033610"
"52494763","樂圖餐飲股份有限公司","","臺北市松山區南京東路4段45號1樓","10000000","5000000"," ","解散","20260901033610"
"52494807","肯思肯夢有限公司","李O鈞","臺北市內湖區潭美街221號2樓","10000000"," "," ","核准設立","20260901033610"
"52495088","順玉企業有限公司","郭O玉","臺北市信義區基隆路2段15號5樓","2000000"," "," ","核准設立","20260901033610"
"52495290","惠宇有限公司","伍O薇","臺北市中正區延平南路153號","1000000"," "," ","核准設立","20260901033610"
"52495806","麗峰實業有限公司","","臺北市松山區民生東路3段128號8樓之2","25000000"," "," ","廢止","20260901033610"
"52496679","澤承韓式餐飲有限公司","","臺北市信義區忠孝東路5段71巷25號1樓","200000"," "," ","解散","20260901033610"
"52496919","真登麵屋有限公司","","臺北市松山區南京東路5段250巷11之2號1樓","500000"," "," ","解散","20260901033610"
"52497369","滴禮覺思有限公司","黃O翔","臺北市大安區忠孝東路1段183號3樓之3","9200000"," "," ","核准設立","20260901033610"
"52497620","友翔餐飲管理顧問有限公司","","臺北市大安區忠孝東路4段112號7樓之6","500000"," "," ","解散","20260901033610"
"52498753","豚豚拍子股份有限公司","","臺北市大安區忠孝東路3段251巷7弄12號1樓","3000000","3000000"," ","解散","20260901033610"
"52499850","萊特貿易有限公司","謝O佐","新北市新莊區中央路714號6樓","14000000"," "," ","核准設立","20260901033610"
"52499866","麗港酒店股份有限公司","林O豐","臺中市西區臺灣大道一段709號","119920000","119920000"," ","核准設立","20260901033610"
"52499887","豆味行傳統美食有限公司","","臺北市中正區南昌路1段64號1樓","300000"," "," ","解散","20260901033610"
"52502187","叄和滙企業有限公司","","臺北市中山區中山北路3段45號8樓","2000000"," "," ","解散","20260901033610"
"52502335","蒞霖有限公司","","臺北市大安區忠孝東路4段197號12樓之1","1000000"," "," ","解散","20260901033610"
"52503566","龍涎居有限公司","高O棋","新北市土城區永豐路195巷7弄21號","1000000"," "," ","核准設立","20260901033610"
"52503658","新和天膳有限公司","","臺北市松山區八德路2段388號","600000"," "," ","解散","20260901033610"
"52504777","楊羊餐廳有限公司","楊O東","臺北市信義區信義路6段18號","250000"," "," ","核准設立","20260901033610"
"52505121","帕默國際有限公司","","臺北市大安區忠孝東路4段181巷39號","100000"," "," ","解散","20260901033610"
"52505895","王冠大飯店有限公司","王O涵","臺中市東區十甲里自由路四段235巷39號1樓","3500000"," "," ","核准設立","20260901033610"
"52506402","半價投資有限公司","","臺北市信義區福德街268巷5弄17號","50000"," "," ","解散","20260901033610"
"52506917","剛剛股份有限公司","余O瑋","臺北市信義區光復南路473巷11弄38號"," ","52900000"," ","核准設立","20260901033610"
"52507248","謙禮國際股份有限公司","史O岳","臺北市大安區敦化南路1段236巷5號","5000000","5000000"," ","核准設立","20260901033610"
"52507731","單人房股份有限公司","蘇O今","高雄市新興區八德一路392號","60000000","29800000"," ","核准設立","20260901033610"
"52507866","和鉅影業有限公司","","臺北市大安區忠孝東路4段295號3樓","1000000"," "," ","解散","20260901033610"
"52508274","敦厚堂餐廳有限公司","","臺北市松山區民權東路3段189號1樓","6000000"," "," ","廢止","20260901033610"
"52508719","食藝藏香有限公司","","臺北市中山區民權東路3段72號","9000000"," "," ","解散","20260901033610"
"52508865","好癡餐飲有限公司","","臺北市大安區復興南路1段92之2號1樓","2000000"," "," ","解散","20260901033610"
"52510172","海臻有限公司","顏O叡","臺北市大安區忠孝東路4段270號17樓","1000000"," "," ","核准設立","20260901033610"
"52510757","香投國際貿易有限公司","林O宜","臺北市內湖區內湖路2段336號","3000000"," "," ","核准設立","20260901033610"
"52511257","利達技術顧問有限公司","","臺北市信義區信義路5段109號地下1樓","6000000"," "," ","廢止","20260901033610"
"52511469","大亨豬腳國際有限公司","","臺北市大安區忠孝東路4段206之1號4樓","2000000"," "," ","解散","20260901033610"
"52511637","浮雲遊子國際餐飲有限公司","童O雯","臺北市中山區南京西路1之1號6樓","3500000"," "," ","核准設立","20260901033610"
"52512875","大思路有限公司","","臺北市大安區新生南路2段70巷4號1樓","1000000"," "," ","解散","20260901033610"
"52512903","瑪格烈股份有限公司","","桃園市八德區介壽路一段728號","5000000","5000000"," ","解散","20260901033610"
"52513190","凱裕商旅股份有限公司","皮O營","新北市板橋區中山路1段139號","500000000","450000000"," ","核准設立","20260901033610"
"52513810","柔品國際股份有限公司","","臺北市松山區市民大道4段179號1樓","1000000","1000000"," ","解散","20260901033610"
"52514135","達欣大飯店股份有限公司","賴O炫","臺中市西屯區上安里臺灣大道三段540號7樓之3","5000000","5000000"," ","核准設立","20260901033610"
"52514888","羅伯克林有限公司","","臺北市士林區忠誠路2段130巷3號1樓","250000"," "," ","解散","20260901033610"
"52515021","十二月紀有限公司","","臺北市大同區民權西路104號8樓之2","500000"," "," ","廢止","20260901033610"
"52515562","奧茲文創有限公司","","臺北市大安區安和路1段21巷9號","5000000"," "," ","廢止","20260901033610"
"52515900","笑意有限公司","李O笑","臺北市北投區知行路92號2樓","12500000"," "," ","核准設立","20260901033610"
"52516274","中東貿易有限公司","林O蓮","臺北市信義區信義路5段5號4樓","5000000"," "," ","核准設立","20260901033610"
"52516801","品饗股份有限公司","古O榕","臺北市萬華區西昌街68號1樓","25000000","25000000"," ","核准設立","20260901033610"
"52516865","鬥士飲食文化有限公司","","臺北市中山區松江路10號1樓","5000000"," "," ","解散","20260901033610"
"52517153","八寶股份有限公司","蕭O之","臺北市中山區長安東路1段56巷1弄17之1號","18000000","18000000"," ","核准設立","20260901033610"
"52518202","啟程國際運動行銷股份有限公司","王O瑜","臺北市松山區光復北路60巷39號","3020800","3020800"," ","核准設立","20260901033610"
"52519259","氏容有限公司","范O容","臺北市中正區汀州路3段283號1樓","500000"," "," ","核准設立","20260901033610"
"52520299","王將餐飲服務股份有限公司","渡O直人","臺北市大安區忠孝東路4段142號6樓之5","101000000","101000000"," ","核准設立","20260901033610"
"52520690","酉志有限公司","志O將之","臺北市大安區愛國東路99號1樓","500000"," "," ","核准設立","20260901033610"
"52520919","達賚實業股份有限公司","吳O鋒","臺中市潭子區甘蔗里興華二路6號1樓","25000000","25000000"," ","核准設立","20260901033610"
"52520973","台灣荏原食品股份有限公司","五O正道","臺北市大同區南京西路30號9樓之2","10000000","10000000"," ","核准設立","20260901033610"
"52522374","見學餐廳股份有限公司","高O明","臺北市大安區信義路2段88號9樓","16000000","16000000"," ","核准設立","20260901033610"
"52522395","台灣料理股份有限公司","","臺北市大安區信義路2段88號9樓","6000000","6000000"," ","解散","20260901033610"
"52525301","台灣長崎堂有限公司","","臺北市大安區忠孝東路4段222號3樓","500000"," "," ","破產","20260901033610"
"52526701","日好股份有限公司","黃O蘭","臺北市大同區迪化街1段282號","10000000","10000000"," ","核准設立","20260901033610"
"52526929","英國茶館有限公司","","臺北市士林區承德路4段196號7樓","1000000"," "," ","解散","20260901033610"
"52527645","大腳小腳親子樂活社會企業有限公司","","臺南市安平區安平路624號","1100000"," "," ","解散","20260901033610"
"52528882","鈞喬國際有限公司","蔡O伊","臺北市文山區福興路22號4樓","1000000"," "," ","核准設立","20260901033610"
"52528996","超芒興業有限公司","","臺北市信義區莊敬路391巷7號","1000000"," "," ","解散","20260901033610"
"52529088","海興實業有限公司","蕭O天","臺北市萬華區萬大路493巷30號1樓","600000"," "," ","核准設立","20260901033610"
"52530000","就食器生技股份有限公司","","臺北市北投區中和街525巷10弄16號","660000","660000"," ","解散","20260901033610"
"52530135","謙毅實業有限公司","","臺北市松山區復興北路195號1樓","3000000"," "," ","解散","20260901033610"
"52530634","天霽投資股份有限公司","許O華","臺北市中正區羅斯福路2段1號10樓","5000000","5000000"," ","核准設立","20260901033610"
"52531140","潮鑫生活事業有限公司","莊O澤","臺北市士林區忠誠路2段166巷28弄12號1樓","3000000"," "," ","核准設立","20260901033610"
"52531845","好好吃國際餐飲有限公司","劉O強","臺北市信義區忠孝東路5段1之3號14樓","3500000"," "," ","核准設立","20260901033610"
"52532154","奇跡亞細亞國際有限公司","","臺北市中山區中山北路1段126巷12號","673750"," "," ","解散","20260901033610"
"52532653","龜本餐飲有限公司","賈O華","臺北市大安區安和路2段29號","2800000"," "," ","核准設立","20260901033610"
"52532669","阿本特立餐飲管理顧問有限公司","盧O華","臺北市信義區虎林街242巷56號1樓","1000000"," "," ","核准設立","20260901033610"
"52533230","宇宸世界有限公司","陳O婷","臺北市北投區中和街41號1樓","1000000"," "," ","核准設立","20260901033610"
"52533560","迦比有限公司","","新北市永和區仁愛路39號","6000000"," "," ","解散","20260901033610"
"52533816","貝瑞斯國際有限公司","","臺北市大同區南京西路167巷17號(1樓)","500000"," "," ","廢止","20260901033610"
"52534081","龍根有限公司","","臺北市士林區中山北路7段38巷7號","10000"," "," ","解散","20260901033610"
"52534152","凱晨運動管理顧問有限公司","莊O綸","新竹縣竹北市復興三路二段80號","7500000"," "," ","核准設立","20260901033610"
"52534596","雷咖餐飲顧問有限公司","","臺北市中山區錦西街24號","2000000"," "," ","解散","20260901033610"
"52534961","康文國際有限公司","","臺北市中正區漢口街1段45號10樓","6000000"," "," ","解散","20260901033610"
"52535589","哈珀國際有限公司","羅O","臺北市大安區仁愛路4段413之1號","18200000"," "," ","核准設立","20260901033610"
"52535700","寶驊股份有限公司","","臺北市大安區仁愛路4段29之2號7樓之1","1000000","1000000"," ","解散","20260901033610"
"52535856","提傑洋蔥有限公司","","臺北市北投區光明路223號9樓","100000"," "," ","解散","20260901033610"
"52536291","濱勝國際股份有限公司","","臺北市信義區基隆路1段333號12樓","26480000","26480000"," ","解散","20260901033610"
"52537186","風格創意股份有限公司","大O一馬","臺北市中山區南京東路1段86號5樓","1500000","1500000"," ","核准設立","20260901033610"
"52538410","三信食品有限公司","","臺北市大同區酒泉街10巷9號1樓","1200000"," "," ","解散","20260901033610"
"52538951","吉食來福有限公司","陳O中","臺北市中正區信陽街3號2樓","2000000"," "," ","核准設立","20260901033610"
"52540350","山颯有限公司","李O瀅","臺北市中山區長春路318號1樓","9800000"," "," ","核准設立","20260901033610"
"52540865","達伯樂有限公司","","臺北市中山區興安街26之1號1樓","1500000"," "," ","解散","20260901033610"
"52542081","本物股份有限公司","黃O雅","臺北市松山區敦化北路222巷2號6樓","10000000","6000000"," ","核准設立","20260901033610"
"52543119","欣食旅股份有限公司","凌O","臺北市內湖區石潭路145號1樓","36000000","36000000"," ","核准設立","20260901033610"
"52543716","康柏捷國際有限公司","蔡O文","臺北市大安區復興南路1段203號9樓","10000000"," "," ","核准設立","20260901033610"
"52543928","亨利客有限公司","張O庸","臺北市信義區和平東路3段215號1樓","3000000"," "," ","核准設立","20260901033610"
"52544200","曉城事文化創意股份有限公司","","新北市淡水區坪頂路718號(1樓)","100000","100000"," ","廢止","20260901033610"
"52544335","小角落旅店股份有限公司","廖O鈞","臺北市大同區民族西路33號","20000000","13910000"," ","核准設立","20260901033610"
"52545138","動遊四方有限公司","","臺北市大安區金華街199巷3弄2號4樓","800000"," "," ","解散","20260901033610"
"52545572","舌口文化餐飲有限公司","","臺北市大安區敦化南路1段177巷35號1樓","4000000"," "," ","解散","20260901033610"
"52545860","中雲聖有限公司","","臺北市中山區市民大道3段35號、37號","300000"," "," ","解散","20260901033610"
"52546143","天禾餐飲有限公司","","臺北市大安區忠孝東路4段216巷8弄10號1樓","2000000"," "," ","解散","20260901033610"
"52546565","振翰股份有限公司","","臺北市中山區長安西路24號1樓","3000000","3000000"," ","解散","20260901033610"
"52547332","搖滾有限公司","凌O衛","臺北市大安區和平東路2段88及88之1號","500000"," "," ","核准設立","20260901033610"
"52548108","盒得來餐飲有限公司","","臺北市大安區延吉街137巷26號","1000000"," "," ","解散","20260901033610"
"52549325","杰騰有限公司","","臺北市大安區大安路1段172號1樓","500000"," "," ","解散","20260901033610"
"52549654","鴻陹有限公司","","臺北市大安區仁愛路4段417之1號","2500000"," "," ","解散","20260901033610"
"52549752","禾昇峯有限公司","李O坤","新竹市香山區埔前里牛埔東路247號12樓之22","300000"," "," ","核准設立","20260901033610"
"52551399","舒活餐飲顧問股份有限公司","陳O光","臺北市大安區敦化南路2段98號2樓","10000000","6000000"," ","核准設立","20260901033610"
"52551927","振弘餐飲有限公司","沈O賓","臺北市中山區長春路66號","500000"," "," ","核准設立","20260901033610"
"52553495","歐巴馬西搜有限公司","","臺北市大安區敦化南路1段190巷16號","500000"," "," ","解散","20260901033610"
"52553586","台灣美通商務有限公司","李O蓉","臺北市松山區復興南路1段45號9樓之1","9000000"," "," ","核准設立","20260901033610"
"52554142","艾宸國際股份有限公司","葉O崴","新北市萬里區新墾丁路185號","10000000","2000000"," ","核准設立","20260901033610"
"52554585","熙堂有限公司","","新北市汐止區福德一路407號（2樓）","700000"," "," ","解散","20260901033610"
"52554678","辰曦有限公司","","臺北市萬華區寶興街71號","200000"," "," ","解散","20260901033610"
"52555022","和里有限公司","葉O傑","臺北市大同區西寧北路112號10樓之2","200000"," "," ","核准設立","20260901033610"
"52555281","岡心有限公司","","臺北市大安區大安路1段31巷21號","1000000"," "," ","解散","20260901033610"
"52556107","邦伯國際開發有限公司","","臺北市大安區大安路1段147號地下","1000000"," "," ","解散","20260901033610"
"52557133","福神國際餐飲股份有限公司","","臺北市信義區忠孝東路5段410號17樓之5","5000000","5000000"," ","解散","20260901033610"
"52557181","佳儂股份有限公司","","臺北市中正區羅斯福路2段7之3號12樓","6000000","6000000"," ","解散","20260901033610"
"52557393","米米吉有限公司","張O崴","臺北市內湖區洲子街12號2樓","100000"," "," ","核准設立","20260901033610"
"52557648","圭和有限公司","","新北市中和區建一路1號2樓","300000"," "," ","解散","20260901033610"
"52557696","新航餐飲有限公司","楊O宇","臺北市北投區致遠二路94號1樓","3000000"," "," ","核准設立","20260901033610"
"52558512","万麵餐飲科技有限公司","黃O世","臺北市中正區仁愛路2段108號4樓","20000000"," "," ","核准設立","20260901033610"
"52560101","連彥股份有限公司","黃O儀","臺北市松山區民生東路4段54號6樓之11","600000","600000"," ","核准設立","20260901033610"
"52560209","瓏宗饌股份有限公司","","臺北市大安區羅斯福路3段25號","4500000","4500000"," ","解散","20260901033610"
"52561018","三三八創意有限公司","","臺北市南港區南港路3段338號","1000000"," "," ","解散","20260901033610"
"52561586","器作國際有限公司","","臺北市大同區昌吉街61巷9弄4號","1000000"," "," ","解散","20260901033610"
"52561853","筷食國際股份有限公司","","臺北市中山區敬業一路128巷45號1樓","1500000","1500000"," ","解散","20260901033610"
"52563424","寒舍生活小品有限公司","","臺北市中山區松江路122號11樓","6492220"," "," ","解散","20260901033610"
"52564205","騰竣建設股份有限公司","黃O煌","新北市板橋區華江一路560號3樓","31000000","31000000"," ","核准設立","20260901033610"
"52565458","肉平方餐飲事業有限公司","羅O福","臺北市大安區延吉街137巷2號","2000000"," "," ","核准設立","20260901033610"
"52565696","廣隆行貿易有限公司","張O義","臺北市中山區北安路621巷37號1樓","1000000"," "," ","核准設立","20260901033610"
"52565921","杜克斯餐飲有限公司","吳O龍","臺北市大安區忠孝東路4段49巷2號2樓","1000000"," "," ","核准設立","20260901033610"
"52566908","彈塗魚生活事業有限公司","","臺北市信義區逸仙路42巷11號1樓","500000"," "," ","解散","20260901033610"
"52567408","阿巴得印度香料有限公司","","臺北市松山區光復北路130號","500000"," "," ","廢止","20260901033610"
"52567414","鮮皇國際股份有限公司","李O昇","臺北市中山區復興南路1段20號1樓","6600000","6600000"," ","核准設立","20260901033610"
"52568259","若然有限公司","陳O陵","臺北市信義區信義路5段150巷14弄16號1樓","600000"," "," ","核准設立","20260901033610"
"52568384","日月星辰國際股份有限公司","葉O凱","臺北市大安區敦化南路2段11巷6號","20000000","20000000"," ","核准設立","20260901033610"
"52568504","日麵有限公司","","臺北市信義區基隆路2段51號14樓","1600000"," "," ","解散","20260901033610"
"52568856","米格餐飲有限公司","","臺北市大安區敦化南路2段170號1樓、2樓","1000000"," "," ","解散","20260901033610"
"52569031","民生小火鍋有限公司","","臺北市松山區民生東路4段128號1樓","200000"," "," ","解散","20260901033610"
"52569047","巧克熊有限公司","","臺北市大安區信義路4段380號3樓","200000"," "," ","解散","20260901033610"
"52569052","娘子有限公司","張O廷","臺北市松山區市民大道4段173號","1000000"," "," ","核准設立","20260901033610"
"52569399","新丹尼爾餐飲有限公司","邱O熒","宜蘭縣壯圍鄉大福路三段47巷6號","2500000"," "," ","核准設立","20260901033610"
"52571607","伙伴飲食有限公司","","臺北市大安區通化街19巷8號","300000"," "," ","解散","20260901033610"
"52571655","途中海外青旅股份有限公司","","臺北市北投區泉源路52號4樓之1","12000000","12000000"," ","解散","20260901033610"
"52571938","成家餐飲有限公司","張O智","臺北市士林區忠義街84號1樓","3500000"," "," ","核准設立","20260901033610"
"52572319","一口甘酵素有限公司","","臺北市松山區民生東路4段58號","1000000"," "," ","廢止","20260901033610"
"52573318","臺灣愷界有限公司","廖O琴","新北市板橋區文化路2段182巷3弄101號","12000000"," "," ","核准設立","20260901033610"
"52573324","家士萱好食有限公司","董O盟","臺北市中正區金門街11巷18號","50000"," "," ","核准設立","20260901033610"
"52575505","橘色小火鍋有限公司","傅O姍","臺北市內湖區瑞光路631號1樓","100000"," "," ","核准設立","20260901033610"
"52575955","嘉家實業股份有限公司","劉O嘉","臺北市大安區四維路76巷5號1樓","15700000","15700000"," ","核准設立","20260901033610"
"52576027","樂可有限公司","","臺北市大安區敦化南路1段187巷34號","600000"," "," ","廢止","20260901033610"
"52576238","果禾享實有限公司","","臺北市大安區永康街6巷13號","5000000"," "," ","解散","20260901033610"
"52577996","竹萱國際有限公司","","臺北市大安區忠孝東路4段98號3樓","3400000"," "," ","解散","20260901033610"
"52578518","大瑪餐飲股份有限公司","武O傑","臺北市內湖區新湖一路73號2樓","8000000","8000000"," ","核准設立","20260901033610"
"52578989","宜馥有限公司","湯O緯","臺北市內湖區大湖山莊街166號","500000"," "," ","核准設立","20260901033610"
"52579093","元氣菓舖有限公司","賴O閎","臺北市大安區復興南路2段151巷19號1樓","3000000"," "," ","核准設立","20260901033610"
"52579164","方圓美饌有限公司","","臺北市大同區民族西路88號","1000000"," "," ","解散","20260901033610"
"52579827","緯航人資有限公司","李O龍","臺北市內湖區成功路3段141號9樓","500000"," "," ","核准設立","20260901033610"
"52580107","芽果婦幼食品有限公司","李O玫","臺北市中山區新生北路3段11巷27號1樓","5000000"," "," ","核准設立","20260901033610"
"52580330","青木坊文創股份有限公司","葉O東","臺北市信義區仁愛路4段512巷8號","5000000","5000000"," ","核准設立","20260901033610"
"52580704","東方美生醫股份有限公司","蕭O穎","臺北市萬華區廣州街95之1號2樓","5000000","5000000"," ","核准設立","20260901033610"
"52581106","映光股份有限公司","洪O昌","臺北市信義區忠孝東路4段531號14樓","65000000","65000000"," ","核准設立","20260901033610"
"52581160","唯納國際有限公司","","臺北市中正區信義路2段195號2樓","5000000"," "," ","解散","20260901033610"
"52581577","伊樂餐飲有限公司","","臺北市內湖區洲子街81號","2000000"," "," ","解散","20260901033610"
"52581859","萬次郎有限公司","柴O也","臺北市中山區中山北路1段135巷34號1樓","500000"," "," ","核准設立","20260901033610"
"52582246","檡豐企業有限公司","艾O帆","臺北市中山區南京西路1之1號6樓","500000"," "," ","核准設立","20260901033610"
"52582421","樂樂福企業股份有限公司","蔡O珊","臺北市信義區松德路171號5樓之7","200000","200000"," ","核准設立","20260901033610"
"52582436","四方亭有限公司","黃O傑","臺北市中山區復興北路344號","500000"," "," ","核准設立","20260901033610"
"52582920","頑味餐飲有限公司","","臺北市松山區八德路2段366巷16號","2710000"," "," ","解散","20260901033610"
"52582978","立哥食品企業有限公司","李O立","臺北市大同區華陰街153號","2000000"," "," ","核准設立","20260901033610"
"52583441","首爾活有限公司","陳O","新北市瑞芳區柴寮路219號","1500000"," "," ","核准設立","20260901033610"
"52583499","台灣夢想文化科技股份有限公司","","花蓮縣富里鄉中山路160號","25500000","25500000"," ","解散","20260901033610"
"52583863","派派哥有限公司","","臺北市中山區新生北路2段31之1號11樓之6","300000"," "," ","解散","20260901033610"
"52586995","仙那度餐飲有限公司","","臺北市中山區長安東路1段51之2號","500000"," "," ","解散","20260901033610"
"52587137","透朗企業有限公司","陳O","臺北市大安區仁愛路4段91巷3號","10000000"," "," ","核准設立","20260901033610"
"52588234","沅升股份有限公司","張O涵","臺北市大安區樂利路52號、54號1樓","5000000","5000000"," ","核准設立","20260901033610"
"52588608","唯庄開發股份有限公司","張O涵","桃園市大園區大成路二段68號","5180000","5180000"," ","核准設立","20260901033610"
"52589183","巴拉里有限公司","SOARMA MOHAN SURESH","臺北市士林區中山北路6段138號1樓","500000"," "," ","核准設立","20260901033610"
"52590288","台灣之光藝術開發股份有限公司","曹O澯","臺北市中山區建國北路3段96號2樓","10000000","500000"," ","核准設立","20260901033610"
"52590631","奎合餐飲有限公司","","臺北市大安區忠孝東路4段169號11樓之4","1000000"," "," ","解散","20260901033610"
"52590702","慶城海南雞飯股份有限公司","滕O菁","臺北市松山區慶城街16巷8號","5500000","5500000"," ","核准設立","20260901033610"
"52591385","必馥有限公司","","臺北市大安區延吉街138巷6號1樓","3000000"," "," ","解散","20260901033610"
"52592814","台灣迪普拉思股份有限公司","","臺北市大安區忠孝東路4段155號10樓之3","3000000","3000000"," ","解散","20260901033610"
"52592906","哦課科技股份有限公司","許O齡","臺北市大安區敦化南路2段59號13樓之1","37000000","29000000"," ","核准設立","20260901033610"
"52593638","甫倉企業有限公司","","臺北市大安區仁愛路4段151巷11號","60000"," "," ","解散","20260901033610"
"52593790","金鋒科技實業有限公司","陳O榕","桃園市中壢區復華街43號(1樓)","1000000"," "," ","核准設立","20260901033610"
"52594307","我家大安餐飲有限公司","","臺北市大安區大安路2段124號","3500000"," "," ","解散","20260901033610"
"52594355","衝擊股份有限公司","","臺北市信義區松壽路22號地下一層","5000000","5000000"," ","解散","20260901033610"
"52595278","百歐妮宣生物科技有限公司","霍O中","臺北市文山區辛亥路7段69巷21號","1000000"," "," ","核准設立","20260901033610"
"52597711","鮮宴時尚餐飲股份有限公司","","臺北市松山區健康路156號地下1樓","10000000","10000000"," ","廢止","20260901033610"
"52597965","以便以謝食品有限公司","","臺北市士林區中山北路7段190巷1之1號2樓","500000"," "," ","解散","20260901033610"
"52599020","印捷國際有限公司","葛O","臺北市大安區延吉街121號1樓","500000"," "," ","核准設立","20260901033610"
"52599154","三一九股份有限公司","","臺北市中正區忠孝東路1段9號7樓","100000","100000"," ","解散","20260901033610"
"52599669","沃派有限公司","鄭O霖","新北市淡水區英專路79巷29號","325000"," "," ","核准設立","20260901033610"
"52600173","滿秀靈國際有限公司","丁O峰","臺北市中正區羅斯福路3段28號9樓之1","38000000"," "," ","核准設立","20260901033610"
"52600700","漫步旅居股份有限公司","林O源","臺北市大同區太原路40、42、44號"," ","22000000"," ","核准設立","20260901033610"
"52601102","御亨有限公司","郭O儀","臺北市大安區忠孝東路4段208之1號","2500000"," "," ","核准設立","20260901033610"
"52601546","熱情森巴國際餐飲有限公司","邵O偉","高雄市左營區新莊一路421號1樓","6000000"," "," ","核准設立","20260901033610"
"52602545","和揚創意行銷有限公司","陳O明","臺北市中正區重慶南路1段10號10樓之6","6000000"," "," ","核准設立","20260901033610"
